"","long","lat","order","hole","piece","id","group","province","institution","participants","teacher_facilitator","classes","classroom","kindergarten","playgroup","daycare","sps","all_2017_2018","all_2018_2019","all_2019_2020","all_2020_2021","stud_tk","stud_kb","stud_tpa","stud_sps","stud_2017_2018","stud_2018_2019","stud_2019_2020","stud_2020_2021","teacher_tk","teacher_kb","teacher_tpa","teacher_sps","teacher_2017_2018","teacher_2018_2019","teacher_2019_2020","teacher_2020_2021","tk_classsize","tk_stu_teacher","kb_classsize","tpa_classsize","sps_classsize","kb_stu_teach","tpa_stu_teach","sps_stu_teach"
"74",95.2214164000001,5.90599790000005,74,FALSE,"4","0","0.4","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"75",95.0595331000001,5.74981860000003,75,FALSE,"5","0","0.5","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"76",95.1405136000001,5.66392650000006,76,FALSE,"5","0","0.5","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"77",95.0552166,5.64823240000004,77,FALSE,"5","0","0.5","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"78",95.0111465,5.72399560000002,78,FALSE,"5","0","0.5","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"79",95.0595331000001,5.74981860000003,79,FALSE,"5","0","0.5","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"80",97.113005,2.11368900000002,80,FALSE,"6","0","0.6","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"81",97.1627070000001,2.07116000000002,81,FALSE,"6","0","0.6","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"82",97.114509,2.00408400000003,82,FALSE,"6","0","0.6","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"83",97.113005,2.11368900000002,83,FALSE,"6","0","0.6","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"84",95.1481059000001,5.66151270000006,84,FALSE,"7","0","0.7","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"85",95.1942742,5.60501760000005,85,FALSE,"7","0","0.7","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"86",95.1188184000001,5.60176280000007,86,FALSE,"7","0","0.7","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"87",95.1481059000001,5.66151270000006,87,FALSE,"7","0","0.7","Aceh",4470,152366,18744,11256,9501,2525,1728,92,125,4928,5001,5066,447,98427,47956,2201,3782,273763,137754,154564,152366,12229,5769,315,431,16972,19136,19329,18744,14,8,13,12,13,8,7,9
"88",115.1852763,-8.06146719999998,1,FALSE,"1","1","1.1","Bali",1988,75048,7482,5652,5032,1507,426,34,21,2775,2520,2528,1988,66818,7172,613,445,202022,83058,85096,75048,6387,938,92,65,7359,7591,7758,7482,14,10,12,12,13,8,7,7
"89",115.4843435,-8.18005389999996,2,FALSE,"1","1","1.1","Bali",1988,75048,7482,5652,5032,1507,426,34,21,2775,2520,2528,1988,66818,7172,613,445,202022,83058,85096,75048,6387,938,92,65,7359,7591,7758,7482,14,10,12,12,13,8,7,7
